timestamp,phone_detected,head_down,looking_at_phone
11.43,0,0,0
11.50,0,0,0
11.57,0,0,0
11.63,0,0,0
11.70,0,0,0
11.77,0,0,0
11.83,0,0,0
11.90,0,0,0
11.97,0,0,0
12.03,0,0,0
12.10,0,0,0
12.17,0,0,0
12.23,0,0,0
12.30,0,0,0
12.37,0,0,0
12.43,0,0,0
12.50,0,0,0
12.57,0,0,0
12.63,0,0,0
12.70,0,0,0
12.77,0,0,0
12.83,0,0,0
12.90,0,0,0
12.97,0,0,0
13.07,0,0,0
13.20,0,0,0
13.33,0,0,0
13.47,0,0,0
13.60,0,0,0
13.70,0,0,0
13.77,0,0,0
13.83,0,0,0
13.90,0,0,0
13.97,0,0,0
14.03,0,0,0
14.10,0,0,0
14.17,0,0,0
14.23,0,0,0
14.30,0,0,0
14.37,0,0,0
14.43,0,0,0
14.50,0,0,0
14.57,0,0,0
14.63,0,0,0
14.70,0,0,0
14.77,0,0,0
14.83,0,0,0
14.90,0,0,0
14.97,0,0,0
15.03,0,0,0
15.10,0,0,0
15.17,0,0,0
15.23,0,0,0
15.30,0,0,0
15.37,0,0,0
15.43,0,0,0
15.50,0,0,0
15.57,0,0,0
15.63,0,0,0
15.70,0,0,0
15.77,0,0,0
15.83,0,0,0
15.90,0,0,0
15.97,0,0,0
16.03,0,0,0
16.10,0,0,0
16.17,0,0,0
16.23,0,0,0
16.30,0,0,0
16.37,0,0,0
16.43,0,0,0
16.50,0,0,0
16.57,0,0,0
16.63,0,0,0
16.70,0,0,0
16.77,0,0,0
16.83,0,0,0
16.90,0,0,0
16.97,0,0,0
17.03,0,0,0
17.10,0,0,0
17.17,0,0,0
17.23,0,0,0
17.30,0,0,0
17.37,0,0,0
17.43,0,0,0
17.50,0,0,0
17.57,0,0,0
17.63,0,0,0
17.70,0,0,0
17.77,0,0,0
17.83,0,0,0
17.90,0,0,0
17.97,0,0,0
18.03,0,0,0
18.10,0,0,0
18.17,0,0,0
18.23,0,0,0
18.30,0,0,0
18.37,0,0,0
18.43,0,0,0
18.50,0,0,0
18.57,0,0,0
18.63,0,0,0
18.70,0,0,0
18.77,0,0,0
18.83,0,0,0
18.90,0,0,0
18.97,0,0,0
19.03,0,0,0
19.10,0,0,0
19.17,0,0,0
19.23,0,0,0
19.30,0,0,0
19.37,0,0,0
19.43,0,0,0
19.50,0,0,0
19.57,0,0,0
19.63,0,0,0
19.70,0,0,0
19.77,0,0,0
19.83,0,0,0
19.90,0,0,0
19.97,0,0,0
20.03,0,0,0
20.10,0,0,0
20.17,0,0,0
20.23,0,0,0
20.30,0,0,0
20.37,0,0,0
20.43,0,0,0
20.50,0,0,0
20.57,0,0,0
20.63,0,0,0
20.70,0,0,0
20.77,0,0,0
20.83,0,0,0
20.90,0,0,0
20.97,0,0,0
21.03,0,0,0
21.10,0,0,0
21.17,0,0,0
21.23,0,0,0
21.30,0,0,0
21.40,0,0,0
21.53,0,0,0
21.67,0,0,0
21.80,0,0,0
21.93,0,0,0
22.07,0,0,0
22.20,0,0,0
22.33,0,0,0
22.47,0,0,0
22.60,0,0,0
22.73,0,0,0
22.87,0,0,0
23.00,0,0,0
23.13,0,0,0
23.27,0,0,0
23.40,0,0,0
23.53,0,0,0
23.67,0,0,0
23.80,0,0,0
23.93,0,0,0
24.07,0,0,0
24.20,0,0,0
24.33,0,0,0
24.47,0,0,0
24.60,0,0,0
24.73,0,0,0
24.87,0,0,0
25.00,0,0,0
25.13,0,0,0
25.27,0,0,0
25.40,0,0,0
25.53,0,0,0
25.67,0,0,0
25.80,0,0,0
25.93,0,0,0
26.07,0,0,0
26.20,0,0,0
26.33,0,0,0
26.47,0,0,0
26.60,0,0,0
26.73,0,0,0
26.87,0,0,0
27.00,0,0,0
27.13,0,0,0
27.27,0,0,0
27.40,0,0,0
27.53,0,0,0
27.67,0,0,0
27.80,0,0,0
27.93,0,0,0
28.07,0,0,0
28.20,0,0,0
28.33,0,0,0
28.47,0,0,0
28.60,0,0,0
28.73,0,0,0
28.87,0,0,0
29.00,0,0,0
29.13,0,0,0
29.27,0,0,0
29.40,0,0,0
29.53,0,0,0
29.67,0,0,0
29.80,0,0,0
29.93,0,0,0
30.07,0,0,0
30.20,0,0,0
30.33,0,0,0
30.47,0,0,0
30.60,0,0,0
30.73,0,0,0
30.87,0,0,0
31.00,0,0,0
31.13,0,0,0
31.27,0,0,0
31.40,0,0,0
31.53,0,0,0
31.67,0,0,0
31.80,0,0,0
31.93,0,0,0
32.07,0,0,0
32.20,0,0,0
32.33,0,0,0
32.47,0,0,0
32.60,0,0,0
32.73,0,0,0
32.87,0,0,0
33.00,0,0,0
33.13,0,0,0
33.27,0,0,0
33.40,0,0,0
33.53,0,0,0
33.67,0,0,0
33.80,0,0,0
33.93,0,0,0
34.07,0,0,0
34.20,0,0,0
34.33,0,0,0
34.47,0,0,0
34.60,0,0,0
34.73,0,0,0
34.87,0,0,0
35.00,0,0,0
35.13,0,0,0
35.27,0,0,0
35.40,0,0,0
35.53,0,0,0
35.67,0,0,0
35.80,0,0,0
35.93,0,0,0
36.07,0,0,0
36.20,0,0,0
36.33,0,0,0
36.47,0,0,0
36.60,0,0,0
36.73,0,0,0
36.87,0,0,0
37.00,0,0,0
37.13,0,0,0
37.27,0,0,0
37.40,0,0,0
37.53,0,0,0
37.67,0,0,0
37.80,0,0,0
37.93,0,0,0
38.07,0,0,0
38.20,0,0,0
38.33,0,0,0
38.47,0,0,0
38.60,0,0,0
38.73,0,0,0
38.87,0,0,0
39.00,0,0,0
39.13,0,0,0
39.27,0,0,0
39.40,0,0,0
39.53,0,0,0
39.67,0,0,0
39.80,0,0,0
39.93,0,0,0
40.07,0,0,0
40.20,0,0,0
40.33,0,0,0
40.47,0,0,0
40.60,0,0,0
40.73,0,0,0
40.87,0,0,0
41.00,0,0,0
41.13,0,0,0
41.27,0,0,0
41.40,0,0,0
41.53,0,0,0
41.67,0,0,0
41.80,0,0,0
41.93,0,0,0
42.07,0,0,0
42.20,0,0,0
42.33,0,0,0
42.47,0,0,0
42.60,0,0,0
42.73,0,0,0
42.87,0,0,0
43.00,0,0,0
43.13,0,0,0
43.27,0,0,0
43.40,0,0,0
43.53,0,0,0
43.67,0,0,0
43.80,0,0,0
43.93,0,0,0
44.07,0,0,0
44.20,0,0,0
44.33,0,0,0
44.47,0,0,0
44.60,0,0,0
44.73,0,0,0
44.87,0,0,0
45.00,0,0,0
45.13,0,0,0
45.27,0,0,0
45.40,0,0,0
45.53,0,0,0
45.67,0,0,0
45.80,0,0,0
45.93,0,0,0
46.07,0,0,0
46.20,0,0,0
46.33,0,0,0
46.47,0,0,0
46.60,0,0,0
46.73,0,0,0
46.87,0,0,0
47.00,0,0,0
47.13,0,0,0
47.27,0,0,0
47.40,0,0,0
47.53,0,0,0
47.67,0,0,0
47.80,0,0,0
47.93,0,0,0
48.07,0,0,0
48.20,0,0,0
48.33,0,0,0
48.47,0,0,0
48.60,0,0,0
48.73,0,0,0
48.87,0,0,0
49.00,0,0,0
49.13,0,0,0
49.27,0,0,0
49.40,0,0,0
49.53,0,0,0
49.67,0,0,0
49.80,0,0,0
49.93,0,0,0
50.07,0,0,0
50.20,0,0,0
50.33,0,0,0
50.47,0,0,0
50.60,0,0,0
50.73,0,0,0
50.87,0,0,0
51.00,0,0,0
51.13,0,0,0
51.27,0,0,0
51.40,0,0,0
51.53,0,0,0
51.67,0,0,0
51.80,0,0,0
51.90,0,0,0
51.97,0,0,0
52.03,0,0,0
52.10,0,0,0
52.17,0,0,0
52.23,0,0,0
52.30,0,0,0
52.37,0,0,0
52.43,0,0,0
52.50,0,0,0
52.57,0,0,0
52.63,0,0,0
52.70,0,0,0
52.77,0,0,0
52.83,0,0,0
52.90,0,0,0
52.97,0,0,0
53.03,0,0,0
53.10,0,0,0
53.17,0,0,0
53.23,0,0,0
53.30,0,0,0
53.37,0,0,0
53.43,0,0,0
53.50,0,0,0
53.57,0,0,0
53.63,0,0,0
53.70,0,0,0
53.77,0,0,0
53.83,0,0,0
53.90,0,0,0
53.97,0,0,0
54.03,0,0,0
54.10,0,0,0
54.17,0,0,0
54.23,0,0,0
54.30,0,0,0
54.37,0,0,0
54.43,0,0,0
54.50,0,0,0
54.57,0,0,0
54.63,0,0,0
54.70,0,0,0
54.77,0,0,0
54.83,0,0,0
54.90,0,0,0
54.97,0,0,0
55.03,0,0,0
55.10,0,0,0
55.17,0,0,0
55.23,0,0,0
55.30,0,0,0
55.37,0,0,0
55.43,0,0,0
55.50,0,0,0
55.57,0,0,0
55.63,0,0,0
55.70,0,0,0
55.77,0,0,0
55.83,0,0,0
55.90,0,0,0
55.97,0,0,0
56.03,0,0,0
56.10,0,0,0
56.17,0,0,0
56.23,0,0,0
56.30,0,0,0
56.37,0,0,0
56.43,0,0,0
56.50,0,0,0
56.57,0,0,0
56.63,0,0,0
56.70,0,0,0
56.77,0,0,0
56.83,0,0,0
56.90,0,0,0
56.97,0,0,0
57.03,0,0,0
57.10,0,0,0
57.17,0,0,0
57.23,0,0,0
57.30,0,0,0
57.37,0,0,0
57.43,0,0,0
57.50,0,0,0
57.57,0,0,0
57.63,0,0,0
57.70,0,0,0
57.77,0,0,0
57.83,0,0,0
57.90,0,0,0
57.97,0,0,0
58.03,0,0,0
58.10,0,0,0
58.17,0,0,0
58.23,0,0,0
58.30,0,0,0
58.37,0,0,0
58.43,0,0,0
58.50,0,0,0
58.57,0,0,0
58.63,0,0,0
58.70,0,0,0
58.77,0,0,0
58.83,0,0,0
58.90,0,0,0
58.97,0,0,0
59.03,0,0,0
59.10,0,0,0
59.17,0,0,0
59.23,0,0,0
59.30,0,0,0
59.37,0,0,0
59.43,0,0,0
59.50,0,0,0
59.57,0,0,0
59.63,0,0,0
59.70,0,0,0
59.77,0,0,0
59.90,0,0,0
60.03,0,0,0
60.17,0,0,0
60.30,0,0,0
60.43,0,0,0
60.57,0,0,0
60.70,0,0,0
60.83,0,0,0
60.97,0,0,0
61.10,0,0,0
61.23,0,0,0
61.37,0,0,0
61.50,0,0,0
61.63,0,0,0
61.77,0,0,0
61.90,0,0,0
62.03,0,0,0
62.17,0,0,0
62.30,0,0,0
62.43,0,0,0
62.57,0,0,0
62.70,0,0,0
62.83,0,0,0
62.97,0,0,0
63.10,0,0,0
63.23,0,0,0
63.37,0,0,0
63.50,0,0,0
63.63,0,0,0
63.77,0,0,0
63.90,0,0,0
64.03,0,0,0
64.17,0,0,0
64.30,0,0,0
64.43,0,0,0
64.57,0,0,0
64.70,0,0,0
64.83,0,0,0
64.97,0,0,0
65.10,0,0,0
65.23,0,0,0
65.37,0,0,0
65.50,0,0,0
65.63,0,0,0
65.77,0,0,0
65.90,0,0,0
66.03,0,0,0
66.17,0,0,0
66.30,0,0,0
66.43,0,0,0
66.57,0,0,0
66.70,0,0,0
66.83,0,0,0
66.97,0,0,0
67.10,0,0,0
67.23,0,0,0
67.37,0,0,0
67.50,0,0,0
67.63,0,0,0
67.77,0,0,0
67.90,0,0,0
68.03,0,0,0
68.17,0,0,0
68.30,0,0,0
68.43,0,0,0
68.57,0,0,0
68.70,0,0,0
68.83,0,0,0
68.97,0,0,0
69.10,0,0,0
69.23,0,0,0
69.37,0,0,0
69.50,0,0,0
69.63,0,0,0
69.77,0,0,0
69.90,0,0,0
70.03,0,0,0
70.17,0,0,0
70.30,0,0,0
70.43,0,0,0
70.57,0,0,0
70.70,0,0,0
70.83,0,0,0
70.97,0,0,0
71.10,0,0,0
71.23,0,0,0
71.37,0,0,0
71.50,0,0,0
71.63,0,0,0
71.77,0,0,0
71.90,0,0,0
72.03,0,0,0
72.17,0,0,0
72.30,0,0,0
72.43,0,0,0
72.57,0,0,0
72.70,0,0,0
72.83,0,0,0
72.97,0,0,0
73.10,0,0,0
73.23,0,0,0
73.37,0,0,0
73.50,0,0,0
73.63,0,0,0
73.77,0,0,0
73.90,0,0,0
74.03,0,0,0
74.17,0,0,0
74.30,0,0,0
74.43,0,0,0
74.57,0,0,0
74.70,0,0,0
74.83,0,0,0
74.97,0,0,0
75.10,0,0,0
75.23,0,0,0
75.37,0,0,0
75.50,0,0,0
75.63,0,0,0
75.77,0,0,0
75.90,0,0,0
76.03,0,0,0
76.17,0,0,0
76.30,0,0,0
76.43,0,0,0
76.57,0,0,0
76.70,0,0,0
76.83,0,0,0
76.97,0,0,0
77.10,0,0,0
77.23,0,0,0
77.37,0,0,0
77.50,0,0,0
77.63,0,0,0
77.77,0,0,0
77.90,0,0,0
78.03,0,0,0
78.17,0,0,0
78.30,0,0,0
78.43,0,0,0
78.57,0,0,0
78.70,0,0,0
78.83,0,0,0
78.97,0,0,0
79.10,0,0,0
79.23,0,0,0
79.37,0,0,0
79.50,0,0,0
79.63,0,0,0
79.77,0,0,0
79.90,0,0,0
80.03,0,0,0
80.17,0,0,0
80.30,0,0,0
80.43,0,0,0
80.57,0,0,0
80.70,0,0,0
80.83,0,0,0
80.97,0,0,0
81.10,0,0,0
81.23,0,0,0
81.37,0,0,0
81.50,0,0,0
81.63,0,0,0
81.77,0,0,0
81.90,0,0,0
82.03,0,0,0
82.17,0,0,0
82.30,0,0,0
82.43,0,0,0
82.53,0,0,0
82.60,0,0,0
82.67,0,0,0
82.73,0,0,0
82.80,0,0,0
82.87,0,0,0
82.93,0,0,0
83.00,0,0,0
83.07,0,0,0
83.13,0,0,0
83.20,0,0,0
83.27,0,0,0
83.33,0,0,0
83.40,0,0,0
83.47,0,0,0
83.53,0,0,0
83.60,0,0,0
83.67,0,0,0
83.73,0,0,0
83.80,0,0,0
83.87,0,0,0
83.93,0,0,0
84.00,0,0,0
84.07,0,0,0
84.13,0,0,0
84.20,0,0,0
84.27,0,0,0
84.33,0,0,0
84.40,0,0,0
84.47,0,0,0
84.53,0,0,0
84.60,0,0,0
84.67,0,0,0
84.73,0,0,0
84.80,0,0,0
84.87,0,0,0
84.93,0,0,0
85.00,0,0,0
85.07,0,0,0
85.13,0,0,0
85.20,0,0,0
85.27,0,0,0
85.33,0,0,0
85.40,0,0,0
85.47,0,0,0
85.53,0,0,0
85.60,0,0,0
85.67,0,0,0
85.73,0,0,0
85.80,0,0,0
85.87,0,0,0
85.93,0,0,0
86.00,0,0,0
86.07,0,0,0
86.13,0,0,0
86.20,0,0,0
86.27,0,0,0
86.33,0,0,0
86.40,0,0,0
86.47,0,0,0
86.60,0,0,0
86.73,0,0,0
86.87,0,0,0
87.00,0,0,0
87.13,0,0,0
87.27,0,0,0
87.40,0,0,0
87.53,0,0,0
87.67,0,0,0
87.80,0,0,0
87.93,0,0,0
88.07,0,0,0
88.20,0,0,0
88.33,0,0,0
88.47,0,0,0
88.60,0,0,0
88.73,0,0,0
88.87,0,0,0
89.00,0,0,0
89.13,0,0,0
89.27,0,0,0
89.40,0,0,0
89.53,0,0,0
89.67,0,0,0
89.80,0,0,0
89.93,0,0,0
90.07,0,0,0
90.20,0,0,0
90.33,0,0,0
90.47,0,0,0
90.60,0,0,0
90.73,0,0,0
90.87,0,0,0
91.00,0,0,0
91.13,0,0,0
91.27,0,0,0
91.40,0,0,0
91.53,0,0,0
91.67,0,0,0
91.80,0,0,0
91.93,0,0,0
92.07,0,0,0
92.20,0,0,0
92.33,0,0,0
92.47,0,0,0
92.60,0,0,0
92.73,0,0,0
92.87,0,0,0
93.00,0,0,0
93.13,0,0,0
93.27,0,0,0
93.40,0,0,0
93.53,0,0,0
93.67,0,0,0
93.80,0,0,0
93.93,0,0,0
94.07,0,0,0
94.20,0,0,0
94.33,0,0,0
94.47,0,0,0
94.60,0,0,0
94.73,0,0,0
94.87,0,0,0
95.00,0,0,0
95.13,0,0,0
95.27,0,0,0
95.40,0,0,0
95.53,0,0,0
95.67,0,0,0
95.80,0,0,0
95.93,0,0,0
96.07,0,0,0
96.20,0,0,0
96.33,0,0,0
96.47,0,0,0
96.60,0,0,0
96.73,0,0,0
96.87,0,0,0
97.00,0,0,0
97.13,0,0,0
97.27,0,0,0
97.40,0,0,0
97.53,0,0,0
97.67,0,0,0
97.80,0,0,0
97.93,0,0,0
98.07,0,0,0
98.20,0,0,0
98.33,0,0,0
98.47,0,0,0
98.60,0,0,0
98.73,0,0,0
98.87,0,0,0
99.00,0,0,0
99.13,0,0,0
99.27,0,0,0
99.40,0,0,0
99.53,0,0,0
99.67,0,0,0
99.80,0,0,0
99.93,0,0,0
100.07,0,0,0
100.20,0,0,0
100.33,0,0,0
100.47,0,0,0
100.60,0,0,0
100.73,0,0,0
100.87,0,0,0
101.00,0,0,0
101.13,0,0,0
101.27,0,0,0
101.40,0,0,0
101.53,0,0,0
101.67,0,0,0
101.80,0,0,0
101.93,0,0,0
102.07,0,0,0
102.20,0,0,0
102.33,0,0,0
102.47,0,0,0
102.60,0,0,0
102.73,0,0,0
102.87,0,0,0
103.00,0,0,0
103.13,0,0,0
103.27,0,0,0
103.40,0,0,0
103.53,0,0,0
103.67,0,0,0
103.80,0,0,0
103.93,0,0,0
104.07,0,0,0
104.20,0,0,0
104.33,0,0,0
104.47,0,0,0
104.60,0,0,0
104.73,0,0,0
104.87,0,0,0
105.00,0,0,0
105.13,0,0,0
105.27,0,0,0
105.40,0,0,0
105.53,0,0,0
105.67,0,0,0
105.80,0,0,0
105.93,0,0,0
106.07,0,0,0
106.20,0,0,0
106.33,0,0,0
106.47,0,0,0
106.60,0,0,0
106.73,0,0,0
106.87,0,0,0
107.00,0,0,0
107.13,0,0,0
107.27,0,0,0
107.40,0,0,0
107.53,0,0,0
107.67,0,0,0
107.80,0,0,0
107.93,0,0,0
108.07,0,0,0
108.20,0,0,0
108.33,0,0,0
108.47,0,0,0
108.60,0,0,0
108.73,0,0,0
108.87,0,0,0
109.00,0,0,0
109.13,0,0,0
109.27,0,0,0
109.40,0,0,0
109.53,0,0,0
109.67,0,0,0
109.80,0,0,0
109.93,0,0,0
110.07,0,0,0
110.20,0,0,0
110.33,0,0,0
110.47,0,0,0
110.60,0,0,0
110.73,0,0,0
110.87,0,0,0
111.00,0,0,0
111.13,0,0,0
111.27,0,0,0
111.40,0,0,0
111.53,0,0,0
111.67,0,0,0
111.80,0,0,0
111.93,0,0,0
112.07,0,0,0
112.20,0,0,0
112.33,0,0,0
112.47,0,0,0
112.60,0,0,0
112.73,0,0,0
112.87,0,0,0
113.00,0,0,0
113.13,0,0,0
113.27,0,0,0
113.40,0,0,0
113.53,0,0,0
113.67,0,0,0
113.80,0,0,0
113.93,0,0,0
114.07,0,0,0
114.20,0,0,0
114.33,0,0,0
114.47,0,0,0
114.60,0,0,0
114.73,0,0,0
114.87,0,0,0
115.00,0,0,0
115.13,0,0,0
115.27,0,0,0
115.40,0,0,0
115.53,0,0,0
115.67,0,0,0
115.80,0,0,0
115.93,0,0,0
116.07,0,0,0
116.20,0,0,0
116.33,0,0,0
116.47,0,0,0
116.60,0,0,0
116.73,0,0,0
116.87,0,0,0
117.00,0,0,0
117.13,0,0,0
117.27,0,0,0
117.40,0,0,0
117.53,0,0,0
117.67,0,0,0
117.80,0,0,0
117.93,0,0,0
118.07,0,0,0
118.20,0,0,0
118.33,0,0,0
118.47,0,0,0
118.60,0,0,0
118.73,0,0,0
118.87,0,0,0
119.00,0,0,0
119.13,0,0,0
119.27,0,0,0
119.40,0,0,0
119.53,0,0,0
119.67,0,0,0
119.80,0,0,0
119.93,0,0,0
120.07,0,0,0
120.20,0,0,0
120.33,0,0,0
120.47,0,0,0
120.60,0,0,0
120.73,0,0,0
120.87,0,0,0
121.00,0,0,0
121.13,0,0,0
121.27,0,0,0
121.40,0,0,0
121.53,0,0,0
121.67,0,0,0
121.80,0,0,0
121.93,0,0,0
122.07,0,0,0
122.20,0,0,0
122.33,0,0,0
122.47,0,0,0
122.60,0,0,0
122.73,0,0,0
122.87,0,0,0
123.00,0,0,0
123.13,0,0,0
123.27,0,0,0
123.40,0,0,0
123.53,0,0,0
123.67,0,0,0
123.80,0,0,0
123.93,0,0,0
124.07,0,0,0
124.20,0,0,0
124.33,0,0,0
124.47,0,0,0
124.60,0,0,0
124.73,0,0,0
124.87,0,0,0
125.00,0,0,0
125.13,0,0,0
125.27,0,0,0
125.40,0,0,0
125.53,0,0,0
125.67,0,0,0
125.80,0,0,0
125.93,0,0,0
126.07,0,0,0
126.20,0,0,0
126.33,0,0,0
126.47,0,0,0
126.60,0,0,0
126.73,0,0,0
126.87,0,0,0
127.00,0,0,0
127.13,0,0,0
127.27,0,0,0
127.40,0,0,0
127.53,0,0,0
127.67,0,0,0
127.80,0,0,0
127.93,0,0,0
128.07,0,0,0
128.20,0,0,0
128.33,0,0,0
128.47,0,0,0
128.60,0,0,0
128.73,0,0,0
128.87,0,0,0
129.00,0,0,0
129.13,0,0,0
129.27,0,0,0
129.40,0,0,0
129.53,0,0,0
129.67,0,0,0
129.80,0,0,0
129.93,0,0,0
130.07,0,0,0
130.20,0,0,0
130.33,0,0,0
130.47,0,0,0
130.60,0,0,0
130.73,0,0,0
130.87,0,0,0
131.00,0,0,0
131.13,0,0,0
131.27,0,0,0
131.40,0,0,0
131.53,0,0,0
131.67,0,0,0
131.80,0,0,0
131.93,0,0,0
132.07,0,0,0
132.20,0,0,0
132.33,0,0,0
132.47,0,0,0
132.60,0,0,0
132.73,0,0,0
132.87,0,0,0
133.00,0,0,0
133.13,0,0,0
133.27,0,0,0
133.40,0,0,0
133.53,0,0,0
133.67,0,0,0
133.80,0,0,0
133.93,0,0,0
134.07,0,0,0
134.20,0,0,0
134.33,0,0,0
134.47,0,0,0
134.60,0,0,0
134.73,0,0,0
134.87,0,0,0
135.00,0,0,0
135.13,0,0,0
135.27,0,0,0
135.40,0,0,0
135.53,0,0,0
135.67,0,0,0
135.80,0,0,0
135.93,0,0,0
136.07,0,0,0
136.20,0,0,0
136.33,0,0,0
136.47,0,0,0
136.60,0,0,0
136.73,0,0,0
136.87,0,0,0
137.00,0,0,0
137.13,0,0,0
137.27,0,0,0
137.40,0,0,0
137.53,0,0,0
137.67,0,0,0
137.80,0,0,0
137.93,0,0,0
138.07,0,0,0
138.20,0,0,0
138.33,0,0,0
138.47,0,0,0
138.60,0,0,0
138.73,0,0,0
138.87,0,0,0
139.00,0,0,0
139.13,0,0,0
139.27,0,0,0
139.40,0,0,0
139.53,0,0,0
139.67,0,0,0
139.80,0,0,0
139.93,0,0,0
140.07,0,0,0
140.20,0,0,0
140.33,0,0,0
140.47,0,0,0
140.60,0,0,0
140.73,0,0,0
140.87,0,0,0
141.00,0,0,0
141.13,0,0,0
141.27,0,0,0
141.40,0,0,0
141.53,0,0,0
141.67,0,0,0
141.80,0,0,0
141.90,0,0,0
141.97,0,0,0
142.03,0,0,0
142.10,0,0,0
142.17,0,0,0
142.23,0,0,0
142.30,0,0,0
142.37,0,0,0
142.43,0,0,0
142.50,0,0,0
142.57,0,0,0
142.63,0,0,0
142.70,0,0,0
142.77,0,0,0
142.83,0,0,0
142.90,0,0,0
142.97,0,0,0
143.03,0,0,0
143.10,0,0,0
143.17,0,0,0
143.23,0,0,0
143.30,0,0,0
143.37,0,0,0
143.43,0,0,0
143.50,0,0,0
143.57,0,0,0
143.63,0,0,0
143.70,0,0,0
143.77,0,0,0
143.83,0,0,0
143.90,0,0,0
143.97,0,0,0
144.03,0,0,0
144.10,0,0,0
144.17,0,0,0
144.23,0,0,0
144.30,0,0,0
144.37,0,0,0
144.43,0,0,0
144.50,0,0,0
144.57,0,0,0
144.63,0,0,0
144.70,0,0,0
144.77,0,0,0
144.83,0,0,0
144.90,0,0,0
144.97,0,0,0
145.03,0,0,0
145.10,0,0,0
145.17,0,0,0
145.23,0,0,0
145.30,0,0,0
145.37,0,0,0
145.43,0,0,0
145.50,0,0,0
145.57,0,0,0
145.63,0,0,0
145.70,0,0,0
145.77,0,0,0
145.83,0,0,0
145.90,0,0,0
145.97,0,0,0
146.03,0,0,0
146.10,0,0,0
146.17,0,0,0
146.23,0,0,0
146.30,0,0,0
146.37,0,0,0
146.43,0,0,0
146.50,0,0,0
146.57,0,0,0
146.63,0,0,0
146.70,0,0,0
146.77,0,0,0
146.83,0,0,0
146.90,0,0,0
146.97,0,0,0
147.03,0,0,0
147.10,0,0,0
147.17,0,0,0
147.23,0,0,0
147.30,0,0,0
147.37,0,0,0
147.43,0,0,0
147.50,0,0,0
147.57,0,0,0
147.63,0,0,0
147.70,0,0,0
147.77,0,0,0
147.83,0,0,0
147.90,0,0,0
147.97,0,0,0
148.03,0,0,0
148.10,0,0,0
148.17,0,0,0
148.23,0,0,0
148.30,0,0,0
148.37,0,0,0
148.43,0,0,0
148.50,0,0,0
148.57,0,0,0
148.63,0,0,0
148.70,0,0,0
148.77,0,0,0
148.83,0,0,0
148.90,0,0,0
148.97,0,0,0
149.03,0,0,0
149.10,0,0,0
149.17,0,0,0
149.23,0,0,0
149.30,0,0,0
149.37,0,0,0
149.43,0,0,0
149.50,0,0,0
149.57,0,0,0
149.63,0,0,0
149.70,0,0,0
149.77,0,0,0
149.83,0,0,0
149.90,0,0,0
149.97,0,0,0
150.07,0,0,0
150.20,0,0,0
150.33,0,0,0
150.47,0,0,0
150.60,0,0,0
150.73,0,0,0
150.87,0,0,0
151.00,0,0,0
151.13,0,0,0
151.27,0,0,0
151.40,0,0,0
151.53,0,0,0
151.67,0,0,0
151.80,0,0,0
151.93,0,0,0
152.07,0,0,0
152.20,0,0,0
152.33,0,0,0
152.47,0,0,0
152.60,0,0,0
152.73,0,0,0
152.87,0,0,0
153.00,0,0,0
153.13,0,0,0
153.27,0,0,0
153.40,0,0,0
153.53,0,0,0
153.67,0,0,0
153.80,0,0,0
153.93,0,0,0
154.07,0,0,0
154.20,0,0,0
154.33,0,0,0
154.47,0,0,0
154.60,0,0,0
