ablation,configuration_id,f1,fold,generation,label,model,precision,recall,representation,run_id,seed,subset,support,window_size_frames
temporal_r0,qualification_r0_w30_b1024,0.8693898134140191,1,G2,alert,lstm,0.8969823100936525,0.8434442270058709,R0,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_1__seed_42,42,validation,1022,30
temporal_r0,qualification_r0_w30_b1024,0.0,1,G2,fatigue,lstm,0.0,0.0,R0,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_1__seed_42,42,validation,7,30
temporal_r0,qualification_r0_w30_b1024,0.36180904522613067,1,G2,distraction,lstm,0.3090128755364807,0.43636363636363634,R0,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_1__seed_42,42,validation,165,30
temporal_r0,qualification_r0_w30_b1024,0.7793880837359098,1,G2,alert,lstm,0.9367741935483871,0.6672794117647058,R0,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_1__seed_42,42,test,1088,30
temporal_r0,qualification_r0_w30_b1024,0.0,1,G2,fatigue,lstm,0.0,0.0,R0,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_1__seed_42,42,test,68,30
temporal_r0,qualification_r0_w30_b1024,0.6145741878841089,1,G2,distraction,lstm,0.4605263157894737,0.9234828496042217,R0,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_1__seed_42,42,test,379,30
temporal_r0,qualification_r0_w30_b1024,0.8964511424404472,1,G2,alert,tcn,0.8908212560386474,0.9021526418786693,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_1__seed_42,42,validation,1022,30
temporal_r0,qualification_r0_w30_b1024,0.0,1,G2,fatigue,tcn,0.0,0.0,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_1__seed_42,42,validation,7,30
temporal_r0,qualification_r0_w30_b1024,0.36419753086419754,1,G2,distraction,tcn,0.3710691823899371,0.3575757575757576,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_1__seed_42,42,validation,165,30
temporal_r0,qualification_r0_w30_b1024,0.8967072620658547,1,G2,alert,tcn,0.8804251550044287,0.9136029411764706,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_1__seed_42,42,test,1088,30
temporal_r0,qualification_r0_w30_b1024,0.0,1,G2,fatigue,tcn,0.0,0.0,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_1__seed_42,42,test,68,30
temporal_r0,qualification_r0_w30_b1024,0.7184713375796178,1,G2,distraction,tcn,0.6945812807881774,0.7440633245382586,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_1__seed_42,42,test,379,30
temporal_r0,qualification_r0_w30_b1024,0.9030390738060782,1,G2,alert,transformer,0.89058039961941,0.9158512720156555,R0,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_1__seed_42,42,validation,1022,30
temporal_r0,qualification_r0_w30_b1024,0.0,1,G2,fatigue,transformer,0.0,0.0,R0,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_1__seed_42,42,validation,7,30
temporal_r0,qualification_r0_w30_b1024,0.37012987012987014,1,G2,distraction,transformer,0.3986013986013986,0.34545454545454546,R0,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_1__seed_42,42,validation,165,30
